source_file,record_id,gene_id,gene_symbol,pattern_id,probe_id,gene,orientation,start_0based,end_0based_inclusive
Homo_sapiens.GRCh38.cdna.all.fa.gz,ENST00000704356.1,ENSG00000233276,GPX1,102,ASHG19A3A000593,GPX1,platform_forward_in_reference,274,333
Homo_sapiens.GRCh38.cdna.all.fa.gz,ENST00000704378.1,ENSG00000233276,GPX1,102,ASHG19A3A000593,GPX1,platform_forward_in_reference,274,333
Homo_sapiens.GRCh38.cdna.all.fa.gz,ENST00000312527.9,ENSG00000109956,B3GAT1,136,ASHG19A3A045906,B3GAT1,platform_forward_in_reference,566,625
Homo_sapiens.GRCh38.cdna.all.fa.gz,ENST00000531510.1,ENSG00000109956,B3GAT1,136,ASHG19A3A045906,B3GAT1,platform_forward_in_reference,304,363
Homo_sapiens.GRCh38.cdna.all.fa.gz,ENST00000713744.1,ENSG00000168542,COL3A1,12,ASHG19A3A016710,COL3A1,platform_forward_in_reference,326,385
Homo_sapiens.GRCh38.cdna.all.fa.gz,ENST00000713745.1,ENSG00000168542,COL3A1,12,ASHG19A3A016710,COL3A1,platform_forward_in_reference,326,385
Homo_sapiens.GRCh38.cdna.all.fa.gz,ENST00000304636.9,ENSG00000168542,COL3A1,12,ASHG19A3A016710,COL3A1,platform_forward_in_reference,326,385
Homo_sapiens.GRCh38.cdna.all.fa.gz,ENST00000450867.2,ENSG00000168542,COL3A1,12,ASHG19A3A016710,COL3A1,platform_forward_in_reference,326,385
Homo_sapiens.GRCh38.cdna.all.fa.gz,ENST00000470167.1,ENSG00000168542,COL3A1,12,ASHG19A3A016710,COL3A1,platform_forward_in_reference,305,364
Homo_sapiens.GRCh38.cdna.all.fa.gz,ENST00000374866.9,ENSG00000204262,COL5A2,16,ASHG19A3A014759,COL5A2,platform_forward_in_reference,3891,3950
Homo_sapiens.GRCh38.cdna.all.fa.gz,ENST00000618828.1,ENSG00000204262,COL5A2,16,ASHG19A3A014759,COL5A2,platform_forward_in_reference,3478,3537
Homo_sapiens.GRCh38.cdna.all.fa.gz,ENST00000426263.10,ENSG00000117394,SLC2A1,122,ASHG19A3A044423,SLC2A1,platform_forward_in_reference,2947,3006
Homo_sapiens.GRCh38.cdna.all.fa.gz,ENST00000354955.5,ENSG00000122176,FMOD,152,ASHG19A3A009976,FMOD,platform_forward_in_reference,418,477
Homo_sapiens.GRCh38.cdna.all.fa.gz,ENST00000647586.1,ENSG00000122176,FMOD,152,ASHG19A3A009976,FMOD,platform_forward_in_reference,198,257
Homo_sapiens.GRCh38.cdna.all.fa.gz,ENST00000371222.4,ENSG00000177606,JUN,68,ASHG19A3A046493,JUN,platform_forward_in_reference,3149,3208
Homo_sapiens.GRCh38.cdna.all.fa.gz,ENST00000710273.1,ENSG00000177606,JUN,68,ASHG19A3A046493,JUN,platform_forward_in_reference,3149,3208
Homo_sapiens.GRCh38.cdna.all.fa.gz,ENST00000391828.8,ENSG00000162711,NLRP3,74,ASHG19A3A042299,NLRP3,platform_forward_in_reference,2747,2806
Homo_sapiens.GRCh38.cdna.all.fa.gz,ENST00000391827.3,ENSG00000162711,NLRP3,74,ASHG19A3A042299,NLRP3,platform_forward_in_reference,3202,3261
Homo_sapiens.GRCh38.cdna.all.fa.gz,ENST00000336119.8,ENSG00000162711,NLRP3,74,ASHG19A3A042299,NLRP3,platform_forward_in_reference,3372,3431
Homo_sapiens.GRCh38.cdna.all.fa.gz,ENST00000697350.1,ENSG00000162711,NLRP3,74,ASHG19A3A042299,NLRP3,platform_forward_in_reference,2840,2899
Homo_sapiens.GRCh38.cdna.all.fa.gz,ENST00000643234.2,ENSG00000162711,NLRP3,74,ASHG19A3A042299,NLRP3,platform_forward_in_reference,2614,2673
Homo_sapiens.GRCh38.cdna.all.fa.gz,ENST00000642259.1,ENSG00000162711,NLRP3,74,ASHG19A3A042299,NLRP3,platform_forward_in_reference,2639,2698
Homo_sapiens.GRCh38.cdna.all.fa.gz,ENST00000612193.1,ENSG00000275882,IKBKGP1,62,ASHG19A3A040600,IKBKG,platform_forward_in_reference,77,136
Homo_sapiens.GRCh38.cdna.all.fa.gz,ENST00000388829.3,ENSG00000197582,GPX1P1,102,ASHG19A3A000593,GPX1,platform_forward_in_reference,221,280
Homo_sapiens.GRCh38.ncrna.fa.gz,ENST00000726311.1,ENSG00000294850,,102,ASHG19A3A000593,GPX1,platform_forward_in_reference,37,96
Homo_sapiens.GRCh38.ncrna.fa.gz,ENST00000691915.2,ENSG00000288955,,123,ASHG19A3A044423,SLC2A1,platform_reverse_complement_in_reference,1309,1368
